zinc_id,smiles
ZINC000030691032,CN(C)CC#CC=C1c2ccccc2C=Cc2ccccc21
ZINC000030691313,O=C(O)c1cnccc1Nc1cccc(C(F)(F)F)c1
ZINC000030691684,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
ZINC000031291708,Cc1cc(=O)oc2cc(OCCN3CCOCC3)cc(OCCN3CCOCC3)c12
ZINC000031297915,O=C1CCN=C2C[C@H](c3ccccc3)CN12
ZINC000031334395,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](C[C@@H](F)C4=CC(=O)C(Br)=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
ZINC000031490233,CC[C@H](c1cc(F)c(OC(C)=O)c(OC(C)=O)c1)[C@@H](C)c1cc(F)c(OC(C)=O)c(OC(C)=O)c1
ZINC000031490525,COc1cc(OC)c(C(=O)OCCN2CCOCC2)c(OC)c1
ZINC000031538739,COc1ccc2c(c1)[C@]1(C)CCCC[C@@H]1NC2
ZINC000031541365,Clc1ccc(C[C@@H]2CC[C@@H]3CCCCN3C2)cc1
ZINC000031570061,CCCN(CCC)C(=O)[C@@H](Cc1ccc(OCCCN(CC)CC)cc1)NC(=O)c1ccccc1
ZINC000031601260,CCCC(=O)NCCc1ccc(S(=O)(=O)N2CCN([C@@H]3CC=CCC3)C2=N)cc1
ZINC000012496501,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]21
ZINC000008214500,O=c1c(OCc2ccccc2)c(-c2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)oc2cc(OCc3ccccc3)cc(OCc3ccccc3)c12
ZINC000011681465,C#CCN1CCC2=C(C1)c1c(OC(=O)CCCN3CCCCC3)cc([C@@H](C)[C@@H](C)CCCCC)cc1OC2(C)C
ZINC000014952631,CC[C@@]12CCN(CC3(O)CC3)[C@@H](Cc3ccc(O)cc31)C2(C)C
ZINC000169346060,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C\C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O
ZINC000013761330,C[C@](O)(/C=C/[C@@H]1CC=CC(=O)O1)[C@@H](C[C@@H](O)/C=C/C=C/C=C/CO)OP(=O)(O)O
ZINC000014300255,CCCCCCCCNC(=N)NC(=N)NCc1ccc(Cl)c(Cl)c1
ZINC000017064517,CC1(C)O[C@@H]2[C@@H](COC(=O)c3ccc([N+](=O)[O-])cc3)O[C@@H](NC(=O)N(CCCl)N=O)[C@@H]2O1
ZINC000019168753,NN(Cc1ccccc1)C[C@H]1COc2ccccc2O1
ZINC000019367444,CCN1CCN(C(C)C)[C@@H]2CCn3c(c(C)c4ccccc43)[C@H]21
ZINC000019368884,OCCCN1CCN(CCC[C@@H]2c3ccccc3Sc3ccc(Cl)cc32)CC1
ZINC000022463045,CC[C@H](C(=O)O[C@H](COCC(C)C)CN1CCN(C)CC1)c1ccccc1
ZINC000022463084,COc1cc(NCCCCCCN2CCN(CC[C@@H](C)O)CC2)c2ncccc2c1
ZINC000022463132,CCN(CC)CCN(CC)CCOC(=O)c1ccc(N)cc1
ZINC000022463289,CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCN(CCO)CC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
ZINC000011681450,C#CCN1CCC2=C(C1)c1c(OC(=O)CCCN3CCCCC3)cc([C@H](C)[C@@H](C)CCCCC)cc1OC2(C)C
ZINC000169294721,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C\C=C/C=C/1C
ZINC000085537006,C/C(=C(\CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(/C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N
ZINC000011616680,C/C=C/[C@@H]1[C@H](C(=O)OCc2c(F)c(F)c(COC)c(F)c2F)C1(C)C
ZINC000011678358,CC[C@H](CCCC[C@@H]1CC[C@@H]2CC(=O)C[C@@H]12)OC
ZINC000011681519,C/N=C(/Cc1ccc2ccccc2c1)NC
ZINC000011726813,NC(=O)N[C@H]1CCC(=O)c2sccc21
ZINC000012409258,Cc1cccc(C)c1NC(=O)/N=C1\CCCN1C
ZINC000013481561,O=c1ccc2cc(O)c(O[C@@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]3O)cc2o1
ZINC000013736666,C[C@@H](C[C@@](C(N)=O)(c1ccccc1)c1ccccn1)N(C)C
ZINC000011681457,C#CCN1CCC2=C(C1)c1c(OC(=O)CCCN3CCCCC3)cc([C@@H](C)[C@H](C)CCCCC)cc1OC2(C)C
ZINC000257520573,CO[C@@H]1C(=O)[C@@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@H](OC)C[C@H]2CC[C@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H]1O
ZINC000008829479,O=C(O)[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@@H]1O
ZINC000013516399,C[C@@H](Cn1cnc2c(N)ncnc21)OC[P@@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O
ZINC000005821059,CCCCC[C@@](C)(O)CC[C@@H]1CCC(=O)[C@@H]1CCCCCCC(=O)O
ZINC000005853378,CCN[C@H](C)Cc1cccc(SC(F)(F)F)c1
ZINC000005957780,CN(C)CCN(Cc1nc2ccc(Cl)cc2[nH]1)c1ccccc1
ZINC000006031372,C[C@@H]1C[C@H](c2ccc(Cl)cc2)[C@H](c2ccccc2)C(=O)O1
ZINC000006071251,Cc1ccc([C@H](O)[C@@H](C)NCCCc2ccccc2)cc1O
ZINC000006072310,Cn1c(=O)[nH]c(=O)c2[nH]c(=O)n(C)c21
ZINC000006116013,O=C(O)[C@H]1O[C@H](Oc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000006720796,CCN(CC)CC[C@@]1(c2ccccc2)C(=O)Oc2ccccc21
ZINC000008214477,C[C@]12CC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CCOC3=O)CC[C@]12O
ZINC000008214508,CCc1ccc(/C(=C(\Br)c2ccccc2)c2ccccc2)cc1
ZINC000008214544,N#CC(CCN1CCC(C(=O)ON2C(=O)CCC2=O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1
ZINC000008214604,C[C@@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@]2(C)O)C/C1=N\N=C1/C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@]4(C)O)[C@@]2(C)C[C@H]1C
ZINC000008214661,CCCCCCCN1C(C)=CS/C1=C/C=C(/C=C/c1scc(C)[n+]1CCCCCCC)c1scc(C)[n+]1CCCCCCC
ZINC000253387848,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
ZINC000257520574,CO[C@@H]1C(=O)[C@H](C)C[C@@H](C)/C=C/C=C/C=C(\C)[C@H](OC)C[C@H]2CC[C@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H]1O
ZINC000008829481,O=C(O)[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@@H](O)[C@H](O)[C@@H]1O
ZINC000004217622,CC(C)Oc1ccc2oc3ccc(C(=O)O)cc3c(=O)c2c1
ZINC000004217637,Clc1ccc(/C(Cn2ccnc2)=N\Nc2c(Cl)cccc2Cl)s1
ZINC000004556491,CCCCCCO[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]1O
ZINC000005065030,CCC(=O)O[C@@]1(c2ccccc2)CCN(C)[C@@H]1C
ZINC000005117397,Brc1ccc([C@@H](Cn2ccnc2)c2ccccc2)cc1
ZINC000005141713,C[C@H](CN1C(=O)c2cccnc2Nc2ccccc21)N(C)C
ZINC000005196949,CC(=O)NC[C@@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
ZINC000005419412,Cc1nc(N/C(N)=N/S(=O)(=O)c2ccc(N)cc2)oc1C
ZINC000005426208,O=[P@@H](O)[C@H](O)[C@H]1CC=CCC1
ZINC000005458642,CCC(=O)C(C[C@@H](C)N1CCCCC1)(c1ccccc1)c1ccccc1
ZINC000005511542,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC[C@@H](O)C[C@@H]21
ZINC000005550642,C[C@@H](Cc1ccccc1)NCCc1c2ccccc2nc2ccccc12
ZINC000005599258,CC[C@H](C)N(C[C@H](O)c1cccn1Cc1ccccc1Cl)[C@@H](C)CC
ZINC000005648951,CCC[C@@H](c1ccc(CCCl)cc1)c1c(O)c2ccccc2oc1=O
ZINC000005650151,CCN(CC)C[C@H](C)OC(=O)[C@H]1CCCC[C@]1(O)C1CCCCC1
ZINC000005689032,CN(C)CCOc1nnc(NO)c2ccccc12
ZINC000005736145,C[C@@H]1c2ccccc2[C@H](CCCN(C)C)c2cc(C(F)(F)F)ccc21
ZINC000005751639,C[C@H]([C@H](O)c1ccccc1)N(C)CC=C1c2ccccc2CCc2ccccc21
ZINC000008214433,COc1cc(-c2ccc(-[n+]3nc(-c4ccccc4)nn3-c3ccc([N+](=O)[O-])cc3)c(OC)c2)ccc1-[n+]1nc(-c2ccccc2)nn1-c1ccc([N+](=O)[O-])cc1
ZINC000039995635,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C/c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])CS[C@H]12
ZINC000005179118,C/C(O)=N/S(=O)(=O)c1cc(N)ccc1S(=O)(=O)c1ccc(N)cc1
ZINC000005339825,CCO[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]1O
ZINC000004215102,CC(=O)Oc1c(Br)cc(Cl)cc1C(=S)Nc1ccc(Br)cc1
ZINC000004215222,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@H](N)c4ccc(O)cc4)[C@H]3SC2)s1
ZINC000004215249,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)c3c(-c4ccccc4Cl)noc3C)[C@H]2SC1
ZINC000004215365,CN(C(=O)CNC1CC1)c1ccc(Cl)cc1C(=O)c1ccccc1Cl
ZINC000004215591,Cc1cc(O)c(C(C)C)cc1/N=N/c1ccc(S(=O)(=O)c2ccc(/N=N/c3cc(C(C)C)c(O)cc3C)cc2)cc1
ZINC000004216002,CCCCC1(COC(=O)c2ccc(Cl)cc2)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
ZINC000004216358,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](/N=C/c3ccco3)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
ZINC000004216452,CC(=O)[C@@]1(Br)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
ZINC000004216596,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(CI)[C@H]3CC[C@@]21C
ZINC000004216740,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)/C=C\CO)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1
ZINC000004216912,CN(C)S(=O)(=O)c1cc(-c2cs/c(=N/c3ccccc3)n2C)ccc1Cl
ZINC000004217177,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C
ZINC000004217223,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccc(O)cc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O
ZINC000004217342,CC(C)C[C@H](NC(=O)[C@@H]1CCCC(=O)N1)C(=O)N1CCC[C@H]1C(N)=O
ZINC000004217422,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)Cc3ccc(C4=NCCCN4)cc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O
ZINC000004217471,C=Cn1c([N+](=O)[O-])cnc1/C=C/c1ccc(C(=O)O)cc1
ZINC000004217488,O=C(OCCCS(=O)(=O)O)c1ccccc1O
ZINC000004217575,CCCSc1ccccc1N1CCN(CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1
ZINC000004217599,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)C=C[C@@]4(C)[C@@H]3CC[C@]12C
ZINC000040454298,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)(C)CN(C)Cc2ccccc2)[C@H]1c1cc([N+](=O)[O-])ccc1F
ZINC000005933664,O=C1NC(=O)[C@@H](Cc2ccc3c(c2)CC[C@H](Cc2ccccc2)O3)S1
ZINC000006071044,Cc1ccc(S(=O)(=O)[C@H](CC#Cc2ccc(Cl)cc2)C(=O)O)cc1
ZINC000004212927,CCCCOC[C@H](CN1C(=O)N(C[C@@H](COCCCC)OC(N)=O)C(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O
ZINC000004213067,COc1ccc(C(=O)c2c(C)n(CC(=O)O)c3cc(OC)ccc23)cc1
ZINC000004213185,CCNC[C@@H](O)c1cccc(OC(=O)C(C)(C)C)c1
ZINC000004213359,C[C@@H]1c2ccccc2[C@@H](CCCN(C)C)c2cc(C(F)(F)F)ccc21
ZINC000004213406,C[C@H](C(=O)O)c1ccc2c(c1)oc1ccc(Cl)cc12
ZINC000004213629,O=C1CC[C@H]2[C@H]3Cc4cccc(O)c4[C@@]2(CCN3CC2CC2)C1
ZINC000004213726,CO[C@@H]1O[C@H]([C@H](COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O
ZINC000004213855,C[C@H](C(=O)O)c1ccc([C@H]2CCCC[C@@H]2C)cc1
ZINC000004213874,CCCCC[C@@H]1CN[C@@H](C(=O)N[C@@H]([C@@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)C1
ZINC000004213940,C[C@@H](Oc1cccc2ccccc12)/C(N)=N/O
ZINC000004213983,O=[N+]([O-])c1cccc([C@H]2CN3CCSC3=N2)c1
ZINC000004214104,CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCC[C@@H](C(=O)O)C2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
ZINC000004214158,COc1c([C@H](O)CCc2ccc(O)cc2)c(OCCN2CCCCC2)c(OC)c2occc12
ZINC000004214305,CCN(CCCC(=O)C1CCCCC1)[C@H](C)Cc1ccc(OC)cc1
ZINC000004214347,CCCCCCc1cc([S@@](C)(=N)=O)cc2c(=O)c3cc(C(=O)O)ccc3oc12
ZINC000004214369,CCN(CC)CCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)c3c(OC)cccc3OC)[C@H]2SC1(C)C
ZINC000004214514,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(Cl)[C@@H](Cl)C[C@]3(C)[C@]2(C(=O)CF)O1
ZINC000004214656,C[C@H](C(=O)O)c1ccc([C@@H]2CCC/C(=N/O)C2)cc1
ZINC000004214768,C=CCSCC(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
ZINC000004214912,CC1(C)C2=CC[C@H]3[C@@H]4CC[C@](C)(O)[C@@]4(C)CC[C@@H]3[C@@]2(C)Cc2cnoc21
ZINC000004215003,CCCCOc1ccc(C(=O)OCCOCCN(CC)CC)cc1N
ZINC000169289635,C[C@@H]1C/C=C\C=C/C=C\C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C\C(=O)O1)C[C@H](O)[C@H]2C(=O)O
ZINC000004213247,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O
ZINC000004217318,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)c3ccc(-c4ccc(S(=O)(=O)N(CCO)CCO)cc4)[nH]c3=O)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
ZINC000003830435,NCc1ccccc1CC(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@@H]12
ZINC000003830724,O=C1[C@@H](O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO
ZINC000003871807,CCCC[C@H](CC)CNC(=O)C[C@@H](C)OC(=O)CCC(=O)O
ZINC000003872904,CN[C@@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
ZINC000003914055,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@H](O)c4ccccc4)[C@H]3SC2)s1
ZINC000003921862,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4ccc(N(CCCl)CCCl)cc4)cn3C)cn2C)cc1C(=O)NCCC(=N)N
ZINC000003946361,CC(C)[C@H](NC(=O)[C@H](C(C)C)N(C)C)C(=O)N(C)[C@H](C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)NCc1ccccc1)C(C)C
ZINC000003961865,C[C@H](N)C(=O)N[C@@]1(C(=O)O)CC[C@H]2[C@H](C(=O)O)[C@H]21
ZINC000003977940,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@@H]2C(=O)CC[C@@]3(O)[C@H]1C5
ZINC000004099024,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]34CCC(C(N)=O)(CC3)CC4)CS[C@H]12)c1nsc(N)n1
ZINC000004172339,CCC1(CC)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
ZINC000004211948,O=S(=O)(O)c1cc(O)c2c(/N=N/c3ccc(Nc4ccccc4)c4c(S(=O)(=O)O)cccc34)cc(S(=O)(=O)O)cc2c1
ZINC000004212143,CN1CCC[C@H]1COC(=O)C(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1
ZINC000004212188,C[C@@H](O/N=C1\c2ncncc2-c2cc(Br)cc(Br)c21)C(=O)NCCN(C)C
ZINC000004212479,Clc1ccccc1C1=NCc2nnc(C3CCCCC3)n2-c2sc(Br)cc21
ZINC000004212860,CCOC(OCC)C(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O
ZINC000008716760,CCCC[C@@H]1C(=O)CC[C@H]2[C@@H]1CC(=O)[C@@H]2C/C=C\CCCC(=O)O
ZINC000004213921,C#CCN1CCC2=C(C1)c1c(OC(=O)CCCN3CCCCC3)cc([C@H](C)[C@H](C)CCCCC)cc1OC2(C)C
ZINC000005134794,O[C@H]1[C@H](O)C[C@H]2CC[C@]1(O)N2
ZINC000002038694,CCC[C@@]1(c2cccc(O)c2)CCN(C)C1
ZINC000003598305,O=C1OCC[C@H]1C1(O)CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
ZINC000003604324,COc1cc(C(Nc2ccc(S(N)(=O)=O)cc2)Nc2ccc(S(N)(=O)=O)cc2)ccc1O
ZINC000003604385,COc1ccc(S(N)(=O)=O)cc1C(=O)NC[C@@H]1CCCN1Cc1ccc(F)cc1
ZINC000003608436,Clc1ccc(C[C@@H]2CC[C@H]3CCCCN3C2)cc1
ZINC000003620813,Cc1[nH]cnc1CSCCNC(=N)N[C@H](C)Cc1c[nH]cn1
ZINC000003623544,NC(=O)CN1C(=O)[C@@H](c2ccccc2)c2ccccc21
ZINC000003643738,CC(C)C(=O)Oc1cc(OC(=O)C(C)C)cc([C@@H](O)CNC(C)(C)C)c1
ZINC000003649810,CN(C)C[C@@H]1COC2(O1)c1ccccc1CCc1ccccc12
ZINC000003780014,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C
ZINC000003781049,CNc1cc(OC)c(C(=O)N[C@@H]2CN3CCC2CC3)cc1Cl
ZINC000003793032,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C2CCC(CC2)[C@H]1C(=O)O
ZINC000003797855,CCCCCCN1CCC(C(=O)N(C)CC)(c2ccccc2)CC1
ZINC000003812924,CCCC[C@@H](CC)CNC(=O)C[C@H](C)OC(=O)CCC(=O)O
ZINC000000012519,CC(=O)Nc1cccc2c(=O)n(C)c3ccccc3c(=O)c12
ZINC000001842963,C[C@@H](COc1ccccc1)N[C@H](C)Cc1ccccc1
ZINC000002003345,CC[C@H](C)NC[C@H](O)c1ccc(N)cc1
ZINC000002003703,Cc1cccc(C)c1C(OCCOCCN(C)C)c1c(C)cccc1C
ZINC000002007622,CC(=O)O[C@@H](C)C(=O)OCC[N+](C)(C)C
ZINC000002009880,c1ccc2c(c1)CCc1cccc3c1[C@H]2CN1CCCC[C@H]31
ZINC000002014836,CCOC(=O)N(c1cccc(C(=O)c2ccccc2)c1)S(=O)(=O)C(F)(F)F
ZINC000002015642,CNCCC[C@]1(C)C(=O)N(c2ccccc2)c2ccccc21
ZINC000002018210,CN(C)CCCNc1ccnc2cc(I)ccc12
ZINC000002019903,O=C(OCCN1CCCCC1)[C@@H]1CC1(c1ccccc1)c1ccccc1
ZINC000002019919,COc1cc2c(cc1OC)S(=O)(=O)O[C@H](C(=O)N[C@H](C)CC(C)(C)N(C)C)C2
ZINC000002020006,CC[C@H](N)C1(O)Cc2ccccc2C1
ZINC000002020027,CN[C@H](C)[C@H](O)c1ccc(O)c(O)c1
ZINC000002021429,Nc1ncc2ncn(COCCO)c2n1
ZINC000002027385,CCOC(=O)NN[C@H](C)c1ccccc1
ZINC000002032707,OC[C@@H]1CO[C@H](CI)O1
ZINC000002034814,C[N+]1(C)CCC[C@H]1COC(=O)C(O)(c1ccccc1)c1ccccc1
ZINC000002037189,CN(C)[C@H]1C[C@@H](c2ccccc2)c2ccccc21
ZINC000002037581,Cc1ccc2c(c1O)N[C@@H](O)[C@H]1CC(/C=C/C(N)=O)=CN1C2=O
ZINC000000537753,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccc(F)cc1)c1ccc(F)cc1
ZINC000000537807,CN(C)c1ccc(NC(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1
ZINC000000537941,O=C(Nc1nc(-c2ccccc2)cs1)OCC(Cl)(Cl)Cl
ZINC000001542534,NC/C(=C/F)CCc1ccc(F)cc1
ZINC000002019764,COC(=O)CCC[N+](C)(C)C
ZINC000001846306,C[C@H](NC(=O)/C=C/C(=O)O)[C@H](Cc1ccc(Cl)cc1)c1ccc(Cl)cc1
ZINC000001846351,CCN(CC)C[C@H](C)OC(=O)[C@@H]1CCCC[C@@]1(O)C1CCCCC1
ZINC000001849518,C[C@H](CN1c2ccccc2S(=O)(=O)c2ccccc21)N(C)C
ZINC000001853834,CCC(=O)N1CCN(C(=O)O[C@@H]2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1
ZINC000001999274,Cc1ccccc1NC(=O)[C@@H](C)N1CCCC1
ZINC000001999283,CCNC1=NC(=O)[C@H](c2ccccc2)O1
ZINC000001999309,CCN(CC)CCNC(=O)COc1ccc(Cl)cc1
ZINC000001999318,CCCCNc1ccc(C(=O)OCCN(C)C)c(O)c1
ZINC000001999363,C[N+]1(C)CCC[C@H]1COC(=O)[C@](O)(c1ccccc1)C1CCCCC1
ZINC000001999416,CC[C@H](C)[C@](C)(COC(N)=O)COC(=O)NC(C)C
ZINC000001999500,CC(C)(CCn1c(=O)[nH]c2ccccc21)NC[C@H](O)COc1cccc2ccccc12
ZINC000001999515,C[C@@H]1N(CC(=O)c2ccccc2)CCC[C@@]1(C)c1cccc(O)c1
ZINC000003600430,Nc1nc2c(ncn2CC(CO)CO)c(=O)[nH]1
ZINC000003647463,O=C(N[C@@H](CCl)C(=O)c1ccc(Cl)cc1)C(Cl)Cl
ZINC000001846065,CNS(=O)(=O)c1cc(OC)c(OC)c(C(=O)NC[C@@H]2CCCN2C)c1
ZINC000001846265,CCCOC(=O)c1sc(C(=O)OCCC)c(O)c1O
ZINC000001846271,Cc1ccc(S(=O)(=O)Oc2ccc(O)c(S(=O)(=O)O)c2)cc1
ZINC000001846338,O=C1C[C@@H](c2ccc(C(F)(F)F)cc2)Cc2c1c(=O)c1cc(Cl)ccc1n2O
ZINC000001846409,COC(=O)[C@H](C)Oc1ccc2ccccc2c1Cl
ZINC000001853032,N#C[C@@H](c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl
ZINC000001995748,COC[C@H]1CN(c2ccc(OCc3cccc(C#N)c3)cc2)C(=O)O1
ZINC000001999276,C[C@@H]1CC[C@@H](C)N1CCCOC(=O)c1ccccc1O
ZINC000001999303,NS(=O)(=O)c1cc2c(cc1Cl)N[C@H](C(Cl)(Cl)Cl)NS2(=O)=O
ZINC000001999316,CCN(CC)CC[C@H](OC(=O)c1ccccc1)c1ccccc1
ZINC000001999323,CC[C@H](c1ccc(O)c(C)c1)[C@@H](CC)c1ccc(O)c(C)c1
ZINC000001999414,CC[C@H](C)[C@@](C)(COC(N)=O)COC(=O)NC(C)C
ZINC000001999481,CCCCC[C@@H](/C=C/n1ccnc1)OCc1ccccc1
ZINC000001999505,Cc1ccccc1C(=O)N[C@H](c1ccncc1)[C@H](NC(=O)c1ccccc1C)c1ccncc1
ZINC000001999559,O=C(O)c1cn2c(cnc3ccccc32)n1
ZINC000000538134,CCN(CC)CCOc1cc2oc(=O)cc(C)c2cc1OCCN(CC)CC
ZINC000001529640,NC[C@@H](CC[C@H](N)C(=O)O)OP(=O)(O)O
ZINC000001730387,COc1ccc2c(c1)OC(C)(C)[C@@H](c1ccccc1)[C@H]2c1ccc(OCCN2CCCC2)cc1
ZINC000001842961,C[C@@H](COc1ccccc1)N[C@@H](C)Cc1ccccc1
ZINC000001846268,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CCOCC1CC1
