zinc_id,smiles
ZINC000008637880,CC1=C(/C=C/C(C)=C\C=C/C(C)=C\CO)C(C)(C)CCC1
ZINC000100003509,N#C[C@@H]1CCCN1C(=O)CNC12C[C@H]3C[C@@H](CC(O)(C3)C1)C2
ZINC000100003913,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1
ZINC000100004227,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
ZINC000100014943,O[C@](CCN1CCCCC1)(c1ccccc1)[C@@H]1C[C@H]2C=C[C@H]1C2
ZINC000100076868,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@H]1Cl
ZINC000008673078,Nc1cc(-c2ccncc2)c[nH]c1=O
ZINC000026515309,C[C@@H]1CCC[C@H](S)C1
ZINC000100375841,CC[C@H]1[C@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@H]2[C@H]5OC(=O)CCl)N3[C@@H]1O
ZINC000100371456,CN(C)[C@]1(C)[C@H]2CC[C@@H](C2)C1(C)C
ZINC000100371465,CN1CCC/C1=N\C(=N\c1ccccc1)N1CCOCC1
ZINC000100375729,CCCCc1c(O)c(=O)n(-c2ccccc2)n(-c2ccccc2)c1=O
ZINC000100375832,CC[C@H]1[C@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@@H]2[C@@H]5OC(=O)CCl)N3[C@@H]1O
ZINC000100378342,C[C@H]1CC(=O)NN=C1c1ccc2[nH]c(-c3cc[nH]n3)nc2c1
ZINC000100375838,CC[C@H]1[C@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@@H]2[C@H]5OC(=O)CCl)N3[C@@H]1O
ZINC000100377625,CCCn1c(=O)c2[nH]c([C@]34C[C@@H]5C[C@H]3C[C@@H](C5)C4)nc2n(CCC)c1=O
ZINC000100378169,COc1ccc(CC/N=C2/CCCN2C)cc1OC
ZINC000002040424,CC(C)CCC[C@@H](C)NCCC(C)C
ZINC000002039679,CCCC[C@@H](CC)COP(=O)(Oc1ccccc1)Oc1ccccc1
ZINC000002040587,CCN[C@H](C)Cc1ccccc1
ZINC000100773252,CN1[C@H]2CCC[C@@]1(O)CC2
ZINC000100128034,CC12[C@@H]3CC(C[C@H]31)[C@]2(C)CO
ZINC000100087612,O=P(O)(O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O
ZINC000100114364,CCCC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C
ZINC000000902159,N[C@@H](Cn1ccc(=O)c(O)c1)C(=O)O
ZINC000000004942,CC(C)(Oc1ccc([C@H]2CC2(Cl)Cl)cc1)C(=O)O
ZINC000000000106,Cc1ccc(Cl)c(OC[C@@H](O)CNC(C)(C)C)c1
ZINC000000001797,O=C(c1cccnc1)N1CCOCC1
ZINC000049925459,Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2
ZINC000100131607,CN1CC[C@@]23c4ccccc4N[C@@H]1[C@]21CCN(C)[C@@H]3Nc2ccccc21
ZINC000100141684,O=C1[C@H]2CC=CC[C@H]2C(=O)N1SC(Cl)(Cl)C(Cl)Cl
ZINC000100152633,CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@]2(CC=C(C)C)C(=O)[C@]1(C(=O)C(C)C)C(=O)C(CC=C(C)C)=C2O
ZINC000100776178,C[C@@H]1C(=O)O[C@H]2C[C@H](C)CC[C@H]21
ZINC000004282168,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C
ZINC000008585917,CC(=O)OC(C)=O
ZINC000000000268,CCOC(=O)[C@]1(c2ccccc2)CCCN(C)CC1
ZINC000000000949,COc1ccc(-c2cc(=S)ss2)cc1
ZINC000000001490,Cc1cccc(C)c1NC(=O)c1ccccc1C(=O)O
ZINC000000001748,Oc1ccc(OCc2ccccc2)cc1
ZINC000000003837,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O
ZINC000000970363,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
ZINC000001542919,CCCCCCOc1ccccc1C(N)=O
ZINC000001593302,CCOC(=O)[C@@]1(c2ccccc2)CCCN(C)CC1
ZINC000100158533,C[N+]1(C)[C@H]2C[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@@H]1O[C@@H]12
ZINC000001482169,CN1CCC2=C(C1)c1ccccc1Cc1ccccc12
ZINC000001690603,CC[N+](C)(C)Cc1ccccc1
ZINC000003788703,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000003812925,CCCN(CCC)C(=O)[C@H](Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c1ccccc1
ZINC000003830574,CN1CCC[C@@H]1CCO[C@@](C)(c1ccccc1)c1ccc(Cl)cc1
ZINC000003872989,C=C(C)[C@H]1CN[C@@H](C(=O)O)[C@@H]1CC(=O)O
ZINC000100360041,CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1C/C=C/CCCC(=O)O
ZINC000006036231,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](O)C[C@H]1C[C@H]3O
ZINC000006031279,C[C@H]1OC[C@@H](C)O1
ZINC000008613011,Cn1cnc2nc(N)[nH]c(=O)c21
ZINC000006036327,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
ZINC000006018386,COc1ccc([C@H](O)CNC(=O)c2ccccc2)cc1
ZINC000006018556,COc1ccc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OC)cc1O
ZINC000100367023,COC1=C[C@@H](C)[C@H]2C[C@H]3O[C@@H](O)C[C@H]4C(C)=C(OC)C(=O)[C@H]([C@@]2(C)C1=O)[C@@]34C
ZINC000050027712,CSCC[C@@H](N)C(=O)N[C@H](C(=O)O)[C@@H](C)O
ZINC000050026780,CSCC[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)O
ZINC000050027703,CSCC[C@@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)O
ZINC000050027307,NC(=O)C[C@@H](NC(=O)[C@H](N)CC(=O)O)C(=O)O
ZINC000005651192,CC[C@@H]1CC[C@@H](CC)O1
ZINC000004098901,CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](O)C2
ZINC000004096745,C[C@]12CCC(=O)C[C@H]1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
ZINC000004099162,O=P(O)(O)O[C@@H]1[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)[C@H](O)[C@H]1OP(=O)(O)O
ZINC000004096672,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O
ZINC000004096710,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
ZINC000100267306,CC(C)C1=C(O)C(=O)[C@@H](C)CC1
ZINC000100375355,CC(C)(C)C(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
ZINC000004098920,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@@H]3COC(=O)[C@H]32)OCO4)cc(OC)c1OC
ZINC000100288506,Cc1cc2cc3[nH]c(cc3C)cc3nc(cc4[nH]c(cc1n2)c(C)c4CCC(=O)O)c(CCC(=O)O)c3C
ZINC000050027211,C[C@@H](O)[C@H](NC(=O)[C@H](N)CCC(=O)O)C(=O)O
ZINC000050027234,CSCC[C@@H](NC(=O)[C@H](N)CCC(=O)O)C(=O)O
ZINC000050027275,C[C@@H](O)[C@H](NC(=O)[C@H](N)CC(=O)O)C(=O)O
ZINC000050027299,C[C@H](O)[C@@H](NC(=O)[C@H](N)CC(=O)O)C(=O)O
ZINC000100001953,NC(=O)N1C(=O)/C(=C(\O)c2cccs2)c2cc(Cl)ccc21
ZINC000100001976,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@@H]3CC[C@@H](C)CC3)cc2)C1=O
ZINC000094313271,CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)CCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C1=O
ZINC000095626152,CCCCCC/C=C\CCCCCCCCC(=O)O
ZINC000001729594,O=Cc1ccccc1C=O
ZINC000001748000,CC(C)[C@@H](c1ccccc1)[C@@H](O)CC[N+]1(C)CCCCC1
ZINC000095625998,CCCCCCCCC[C@@H](O)C(=O)O
ZINC000098052857,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O
ZINC000100023719,CCCCCCCCCC[C@H](CO)CCCCCCCC
ZINC000100029299,N#C[C@H]1CCCN1C(=O)CNC12C[C@@H]3C[C@H](CC(O)(C3)C1)C2
ZINC000100030579,O/N=C1\CCCC\C1=N/O
ZINC000100012630,C[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@@H](O)c1ccccc1)C2
ZINC000100001979,COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(C)c(=O)n1CC2
ZINC000006036932,C[C@@H](NCCCCc1ccccc1)[C@H](O)c1ccc2c(c1)CCS2
ZINC000100044649,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1
ZINC000050026846,CSCC[C@@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)O
ZINC000004096578,Nc1nc2c(c(=O)[nH]1)N=C([C@H](O)[C@H](O)CO)CN2
ZINC000050026849,NC(=O)C[C@@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)O
ZINC000008214595,CCCCCCCCCCCCOCCCN
ZINC000008214607,CCCCCCCCCCCCNC(=O)C[N+](C)(C)Cc1ccccc1
ZINC000049807333,Cc1ccccc1[C@@H]1OC[C@@H](CO)O1
ZINC000003653378,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br
ZINC000003881635,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
ZINC000003938642,CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
ZINC000004172337,CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
ZINC000004212915,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](Cl)C[C@@]21C
ZINC000004428527,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
ZINC000004521924,C=C1CC[C@H](O)C/C1=C\C=C1/CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C
ZINC000005783661,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O
ZINC000005975487,OCCNCCO
ZINC000012402948,C[C@@H]1OC(Cc2ccccc2)O[C@@H]1C
ZINC000018168715,O=C[C@H](O)[C@@H](O)[C@H](O)CO
ZINC000037866091,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O
ZINC000000057417,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C
ZINC000011616009,O=C(O)c1cc(O)c2c3nc4ccccc4oc-3cc(=O)c2n1
ZINC000011616689,CC(C)=C/C(C)=N/Nc1nncc2ccccc12
ZINC000169633673,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
ZINC000033955230,O=C(O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1ccsc1
ZINC000001529484,OC/C=C/c1ccc(O)cc1
ZINC000000001967,CC(C)(C)C(=O)NNCc1ccccc1
ZINC000059588219,CC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1Oc2ccc3ccc(=O)oc3c2[C@H]1O
ZINC000000902118,Cc1ncc(C(=O)O)c(C(=O)O)c1O
ZINC000000967396,CC(C)=CC(=O)O
ZINC000003869601,O=C(O)CCCC[C@@H](S)CCS
ZINC000003869664,O=P(O)(O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
ZINC000000000919,Cc1c(C)n(CCN(C)C)c2ccc(C(=O)OCCN(C)C)cc12
ZINC000000001308,CC[C@@H](N)Cc1cc(OC)c(C)cc1OC
ZINC000003831004,CN1[C@@H](CC(=O)c2ccccc2)CCC[C@@H]1C[C@H](O)c1ccccc1
ZINC000003830747,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21
ZINC000003830994,N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
ZINC000064219050,C[C@@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
ZINC000064219762,CC(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
ZINC000000607979,O=C(CCCN1CCN(c2ccc(F)cc2)CC1)N[C@@H]1c2ccccc2CSc2ccccc21
ZINC000000608032,CN1C(C(=O)Nc2ccccn2)=C(OC(=O)/C=C/c2ccccc2)c2ccccc2S1(=O)=O
ZINC000019168366,NN1CCC[C@H]1C(=O)O
ZINC000019230125,CC(=O)/C=C/c1ccccc1
ZINC000019230152,NCCNCCN
ZINC000034689286,N[C@H]1CCOC1=O
ZINC000034781669,N[C@@H]1CCOC1=O
ZINC000034778499,CCOCC(C)(C)[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1C/C=C\CCCC(=O)O
ZINC000003927222,C[C@@H](O)[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)O
ZINC000019332753,CC(C)N(C(C)C)C(C(=O)OC[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(=O)O)N(C(C)C)C(C)C
ZINC000001663923,CCCC(=O)C(C)=O
ZINC000001672943,C[C@H]1C[C@H](O)CC(C)(C)C1
ZINC000003875798,O=C(N[C@@H](O)C(Cl)(Cl)Cl)N[C@@H](O)C(Cl)(Cl)Cl
ZINC000003876073,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
ZINC000003881595,O[C@H]1[C@H](O)[C@@H](O)[C@@H]2OC[C@H]1O2
ZINC000000001080,COc1ccc(O)c(C(C)(C)C)c1
ZINC000001628334,Oc1ccc2c(c1)Cc1ccccc1-2
ZINC000001666990,CCCCCCCC(=O)OC
ZINC000001605265,N[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O
ZINC000001605653,C[C@H](O)[C@@H](NC(=O)CN)C(=O)O
ZINC000001605719,CC(C)C[C@H](N)C(=O)N[C@@H](C(=O)O)C(C)C
ZINC000000901196,N[C@H](CSS)C(=O)O
ZINC000000901303,CC[C@H](C)C=O
ZINC000000901461,COc1cc(/C=C/C(=O)NCCc2ccc(O)cc2)ccc1O
ZINC000000901665,C[C@H](O)CC(=O)O
ZINC000000901834,O=CCc1ccc(O)cc1
ZINC000001666984,CCCCCCCO
ZINC000001677780,CCCCCOC(=O)CC(C)C
ZINC000000714631,COc1ccc(/C=C/C(=O)NCCc2ccc(OC)c(OC)c2)cc1OC
ZINC000000409176,COC(=O)c1ccccc1OC
ZINC000003920687,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@H](C(=O)N[C@H](CCC(=O)O)C(N)=O)[C@@H](C)O
ZINC000033940854,COc1ccccc1OCCNC[C@@H](O)COc1cccc2[nH]nnc12
ZINC000000409328,C[C@H]1CC[C@@H](C(C)(C)S)C(=O)C1
ZINC000019334332,CC(=O)N[C@H](Cc1cnc[nH]1)C(=O)O
ZINC000003881558,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12
ZINC000000968028,CC1(C)[C@H]2CC=C(CO)[C@@H]1C2
ZINC000003875797,O=C(N[C@H](O)C(Cl)(Cl)Cl)N[C@H](O)C(Cl)(Cl)Cl
ZINC000000895231,N[C@@H](CC=O)C(=O)O
ZINC000001871563,O=C(O)[C@@H]1Cc2c([nH]c3ccccc23)[C@H](C(=O)O)N1
ZINC000000895089,CC(=O)CC(=O)O
ZINC000000895180,O=C(O)C[C@@H](C(=O)O)[C@@H](O)C(=O)O
ZINC000000895210,Nc1cc[nH]c(=O)n1
ZINC000006920372,CCCCCCCCCCCCCCCc1cc(O)cc(O)c1
ZINC000001671473,C=CSc1ccccc1
ZINC000001529201,N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O
ZINC000001529230,CCCCCC(=O)O
ZINC000001529313,NC(=O)C[C@@H](N)C(=O)O
ZINC000001529401,CCSCC
ZINC000001529424,CC(C)CCC=O
ZINC000022066622,CC(=O)N[C@@H](CSC(=S)NCCCC[S@@](C)=O)C(=O)O
ZINC000022066628,CC(=O)N[C@@H](CSC(=S)NCCCC[S@](C)=O)C(=O)O
ZINC000056898735,Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)OCCO)CC[C@@](C)(CCC[C@@H](C)CCC[C@@H](C)CCCC(C)C)O2
ZINC000056898848,CC1=NN(c2ccc(C)c(C)c2)C(=O)[C@H]1/N=N/c1cccc(-c2cccc(-c3nnn[nH]3)c2)c1O
ZINC000056898867,COCCOCCOCCOCCOC(=O)OCn1ccc(=N/C(=N/C#N)NCCCCCCOc2ccc(Cl)cc2)cc1
ZINC000008214415,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)N(C)CC(=O)N(C)C[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO)c1I
ZINC000008214376,CCCCCCCCCCCC[C@](C#N)(CCCN(C)CCc1cccc(OC)c1)c1cc(OC)c(OC)c(OC)c1
ZINC000008214537,CCCCCCCC/C=C/CCCCCCCCN
ZINC000008214545,O=S(=O)(O)C(I)I
ZINC000008214429,CCCCCCCCCCCCCCNCCO
ZINC000008214459,CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O
ZINC000008214417,CN(C[C@H](O)CO)C(=O)c1c(I)c(C(N)=O)c(I)c(C(=O)NC[C@H](O)CO)c1I
ZINC000008214438,CCCCCCCCCCCCCC[C@@]1(C(=O)O)CO1
ZINC000008234381,BrCCBr
ZINC000008143686,C[C@H](CC1CCCCC1)NCCC(c1ccccc1)c1ccccc1
ZINC000008214522,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1
ZINC000059042856,COCc1c(F)c(F)c(COC(=O)[C@@H]2[C@@H](/C=C(/C)C#N)C2(C)C)c(F)c1F
ZINC000001644079,O=Cc1ccc2ccccc2c1
ZINC000002168409,CCCSSSCCC
ZINC000053682936,CN(C)[C@@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
ZINC000004216730,CC[C@@H](Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
ZINC000003799012,Fc1ccc([C@](c2ccccc2)(c2ccccc2F)n2ccnc2)cc1
ZINC000100045148,CN1C[C@@H](O)C2=C/C(=N/NC(N)=O)C(=O)C=C21
ZINC000001675361,CCN(CC)CCOC(=O)[C@@H](c1ccccc1)C1CCCCC1
ZINC000000001246,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1
ZINC000000001504,O=C(O)c1cc(O)c(O)c(O)c1
ZINC000000002151,Cn1cnc2c1c(=O)[nH]c(=O)n2C
ZINC000001693431,CCCCOC(=O)c1ccccc1C(=O)OCCCC
ZINC000003781738,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O
ZINC000003779067,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2
ZINC000095618794,CC(C)c1c(/C(O)=N/c2ccccc2O)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@H](O)C[C@H](O)CC(=O)O
ZINC000095618851,C[C@@H]1C[C@@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)O
ZINC000095618852,C[C@@H]1C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)O
ZINC000096006015,COc1ccc(C[C@H]2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC
ZINC000030691206,COCOC(=O)[C@@H]1N2C(=O)[C@@H](N3C(=O)[C@@H](c4ccc(O)cc4)NC3(C)C)[C@H]2SC1(C)C
ZINC000030691499,CC(C)N1CCO[C@@H](c2cccc(C(F)(F)F)c2)C1
ZINC000001722646,CCC[C@](C)(COC(N)=O)COC(=O)NC1CC1
ZINC000009574731,CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)CCN2C(=O)[C@H](Cc2ccc(NC)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O
ZINC000000407097,CC1=CC[C@@H](C(C)(C)O)C[C@@H]1O
ZINC000001655713,CC(C)c1ccc2cc(C(C)C)ccc2c1
ZINC000001656267,CCCCOC[C@H](O)COc1ccccc1
ZINC000003872931,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
ZINC000003875483,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
ZINC000003914596,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
ZINC000003922770,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12
ZINC000003787097,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1
ZINC000003819392,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N
ZINC000003792417,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O
ZINC000003823475,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
ZINC000003830842,O=C(NC[C@@H]1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
ZINC000003875392,COc1cc2c(cc1OC)[C@@H]1CC(=O)[C@H](CC(C)C)CN1CC2
ZINC000003876136,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
ZINC000012503151,CC(=O)/N=c1\sc(S(N)(=O)=O)nn1C
ZINC000012503187,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2
ZINC000000002216,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
ZINC000003941829,CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
ZINC000012503068,O=C(OC1C[C@@H]2CC[C@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1
ZINC000012503076,C/C=C\C(=O)N(CC)c1ccccc1C
ZINC000012503099,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1
ZINC000000014669,C[C@@H]([C@H](O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1
ZINC000012484934,CC1=C(/C=C\C(C)=C\C=C/C(C)=C\CO)C(C)(C)CCC1
ZINC000012503149,NC1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12
ZINC000012503240,C/C=C\C/C=C/CCC(=O)[C@H]1O[C@H]1C(N)=O
ZINC000012341538,COc1cc(C)cc(OC)c1
ZINC000001666110,COCCc1ccccn1
ZINC000012494057,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1C[C@@H](O)[C@H]2O
ZINC000012494068,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
ZINC000012495043,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CO[P@@](=O)(O)OP(=O)(O)O
ZINC000000538386,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
ZINC000000537805,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)/N=C(\O)NC2CCCCC2)cc1
ZINC000000113415,CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1
ZINC000001611274,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
ZINC000000001958,Cc1ccc(=O)n(-c2ccccc2)c1
ZINC000000020783,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C
ZINC000012495519,CC/C=C\C[C@H](O)/C=C/[C@@H]1[C@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O
ZINC000012496497,Cn1cncc1CC(=O)O
ZINC000012366796,C[S@](=N)(=O)CC[C@@H](N)C(=O)O
ZINC000012405046,COC(=O)C1CCCCC1
ZINC000012417829,CC(=O)OC(C)(C)[C@@H]1CC[C@H](C)C2=C(C1)[C@H](C)CC2
ZINC000012428336,Nc1nc2ncc([C@H](O)[C@H](O)CO)nc2c(=O)[nH]1
ZINC000012405128,O=C(O)/C=C\C=C/C(=O)O
ZINC000012416741,O=C(Nc1ccccc1)Nc1ccccc1
